ID,Disease Domain,News Title,News Snippet,Source Domain,Label
RHR-D270,Diabetic Neuropathy,SENZA-PDN study demonstrates long-term improvements in PDN with 10 kHz SCS,"In the recent SENZA-PDN study, high-frequency 10 kHz spinal cord stimulation demonstrated significant long-term improvements in lower limb pain and health-related quality of life.",pmc.ncbi.nlm.nih.gov,Real
RHR-D271,Diabetic Cardiovascular Disease,479 people with diabetes evaluated for hidden heart disease in Harvard study,Researchers evaluated 479 people ages 18 to 75 with diabetes (42% women) and 116 people without diabetes for hidden heart disease.,health.harvard.edu,Real
RHR-D272,Diabetic Cardiovascular Disease,GLP-1 RA treatment shows pronounced cardiovascular benefit in CKD patients,"GLP-1 RA treatment was associated with significantly improved cardiovascular outcomes, with the most pronounced benefit in chronic kidney disease patients.",ahajournals.org,Real
RHR-D273,Diabetic Cardiovascular Disease,Type 2 diabetes with periodontitis increases cardiovascular risk,A global real-world federated database analysis evaluated the risk of incident cardiovascular-related diseases in people with T2D with and without periodontitis.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D274,Diabetic Cardiovascular Disease,Patients with diabetes have elevated risk of late events after PCI,Patients with diabetes mellitus have an elevated risk of late events after percutaneous coronary intervention.,heart.bmj.com,Real
RHR-D275,Diabetic Cardiovascular Disease,INTERASPIRE survey from 14 countries evaluates CAD and dysglycaemia management,INTERASPIRE performed in 14 countries across 6 WHO regions evaluated guideline adherence and management of patients with CAD and dysglycaemia.,pmc.ncbi.nlm.nih.gov,Real
RHR-D276,Diabetic Ketoacidosis,2025 ADA conference features innovations in DKA and ketone monitoring,Innovations and advancements in diabetic ketoacidosis and ketone monitoring technology were featured at the 2025 American Diabetes Association conference.,tandfonline.com,Real
RHR-D277,Diabetic Ketoacidosis,isCGM adoption reduces DKA hospitalizations with substantial cost savings,"Intermittently scanned continuous glucose monitoring adoption significantly reduced DKA hospital admissions in adults with T1DM, leading to substantial cost savings.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D278,Diabetic Ketoacidosis,Euglycemic DKA with SGLT2 inhibitors and ketogenic diet presents atypically,Euglycemic diabetic ketoacidosis in a patient with T2DM on an SGLT2 inhibitor and recent ketogenic diet presented with atypical symptoms.,journals.lww.com,Real
RHR-D279,Diabetic Ketoacidosis,Dextrose addition prevents hypoglycemia during DKA treatment,"Patients are at increased risk for hypoglycemia during active DKA treatment when dextrose addition is delayed, providing evidence for expert-recommended intervention.",diabetesjournals.org,Real
RHR-D280,Diabetic Ketoacidosis,Tirzepatide-associated euglycemic DKA reported in T2DM patient,"A case of euglycemic diabetic ketoacidosis was reported in a T2DM patient using tirzepatide, a dual GLP-1 and GIP agonist approved by NICE in 2023.",academic.oup.com,Real
RHR-D281,Gestational Diabetes,Pregnancy-induced hypertension and cesarean delivery more common in GDM,"Women with GDM are more likely to develop pregnancy-induced hypertension, undergo cesarean delivery, and experience other obstetric complications.",pmc.ncbi.nlm.nih.gov,Real
RHR-D282,Gestational Diabetes,Early GDM diagnosis requires higher insulin doses than late GDM,Women with treated early gestational diabetes mellitus have a significantly higher insulin requirement than those with late GDM.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D283,Gestational Diabetes,Vaginal candidiasis and UTIs more common in gestational diabetes,Women with gestational diabetes are more likely to experience complications such as vaginal candidiasis and urinary tract infections.,pmc.ncbi.nlm.nih.gov,Real
RHR-D284,Gestational Diabetes,Neonatal asphyxia and hyperbilirubinemia in infants of diabetic mothers,"Infants of diabetic mothers face large-for-gestational age, congenital anomalies, neonatal asphyxia, hypoglycemia, hypocalcemia, hyperbilirubinemia, polycythemia and respiratory distress.",jstage.jst.go.jp,Real
RHR-D285,Gestational Diabetes,PFT1DM requires early diagnosis to improve pregnancy outcomes,"Pregnancy-associated fulminant type 1 diabetes poses a great threat to mothers and infants, emphasizing the importance of early diagnosis and appropriate treatments.",ovid.com,Real
RHR-D286,Diabetic Oral Health,WHO estimates over 1 billion affected by severe periodontitis,"In 2025, the World Health Organization estimates that over 1 billion people globally are affected by severe periodontitis.",pmc.ncbi.nlm.nih.gov,Real
RHR-D287,Diabetic Oral Health,Poor oral hygiene and tobacco use are main risk factors for periodontal disease,"The main risk factors for periodontal disease are poor oral hygiene and tobacco use, with diabetes as a significant contributing factor.",pmc.ncbi.nlm.nih.gov,Real
RHR-D288,Diabetic Oral Health,Elderly diabetic oral health assessed with Geriatric Oral Health Assessment Index,Research evaluated the Chinese version of the Geriatric Oral Health Assessment Index in hospitalized elderly diabetic patients.,pmc.ncbi.nlm.nih.gov,Real
RHR-D289,Diabetic Oral Health,Health Promoting Lifestyle Profile-II used to assess diabetic patient behaviors,The Health Promoting Lifestyle Profile-II was used to investigate correlations and moderation effects of glycemic control methods in hospitalized diabetic patients.,pmc.ncbi.nlm.nih.gov,Real
RHR-D290,Diabetic Oral Health,Strategic health policy reforms needed for oral health in diabetes care,There is an urgent importance of integrating oral health into diabetes care frameworks with strategic health policy reforms grounded in recent research and global best practices.,pmc.ncbi.nlm.nih.gov,Real
RHR-D291,Diabetic Liver Disease,"MASLD in newly diagnosed T2DM patients in Bihar, India underscores screening need","A study identifies significant prevalence of MASLD among newly diagnosed T2DM patients in Bihar, India, underscoring pressing need for integrated screening.",pmc.ncbi.nlm.nih.gov,Real
RHR-D292,Diabetic Liver Disease,Consensus guidelines for MASLD in Asian Indians with Type 2 diabetes published in 2025,Consensus Guidelines for the Diagnosis and Management of Metabolic Dysfunction-Associated Steatotic Liver Disease in Adult Asian Indians with Type 2 Diabetes were published.,ouci.dntb.gov.ua,Real
RHR-D293,Diabetic Liver Disease,Mauriac syndrome with hepatomegaly presents in 19-year-old with T1DM,A 19-year-old male with type 1 diabetes diagnosed at age 2 presented with hepatomegaly and elevated liver transaminase in Mauriac syndrome.,pmc.ncbi.nlm.nih.gov,Real
RHR-D294,Diabetic Liver Disease,SGLT2 inhibitors reduce liver-related deaths in Type 2 diabetes,New use of SGLT2 inhibitors was significantly associated with reduced risk of liver-related deaths and decompensation events in Type 2 diabetes patients.,diabetesjournals.org,Real
RHR-D295,Diabetic Liver Disease,NAFLD in T1DM potentially linked to diabetic retinopathy,"Indian T1DM patients are at increased risk of NAFLD, potentially linked to diabetic retinopathy, warranting larger studies to explore liver disease progression.",diabetesjournals.org,Real
RHR-D296,Diabetic Mental Health,People with diabetes are two to three times more vulnerable to psychological problems,People living with diabetes are two to three times more vulnerable to suffer from psychological problems than the general population.,epinews.emphnet.net,Real
RHR-D297,Diabetic Mental Health,Diabetes distress is a potential risk factor for future psychiatric illness,"Diabetes distress is a potential risk factor for future psychiatric illnesses, including depression, anxiety and eating disorders.",psychiatryonline.org,Real
RHR-D298,Diabetic Mental Health,Females with T1D at greater risk for mental health issues in Saudi Arabia,"Symptoms of depression and anxiety are highly prevalent among people with T1D in Saudi Arabia, with females at greater risk.",pmc.ncbi.nlm.nih.gov,Real
RHR-D299,Diabetic Mental Health,Collaborative care for depression and diabetes reduces anxiety in India,The INDEPENDENT randomized clinical trial demonstrated collaborative care for depression and type 2 diabetes leads to clinically significant reductions in anxiety symptoms.,pure.johnshopkins.edu,Real
RHR-D300,Diabetic Mental Health,"World Diabetes Day 2025 theme addresses physical, mental and societal wellbeing","The World Diabetes Day 2025 theme 'Diabetes and Wellbeing' highlights the importance of accessing care and support for physical, mental and societal aspects.",diabetestimes.co.uk,Real
RHR-D301,Diabetes Management,National Diabetes Prevention Program helps participants build healthy habits,The CDC's yearlong lifestyle change program can help you build healthy habits that last a lifetime.,cdc.gov,Real
RHR-D302,Diabetes Management,Prediabetes can be reversed with lifestyle changes,"If your A1C result shows prediabetes, you can take steps right away to reverse prediabetes or prevent or delay type 2 diabetes.",cdc.gov,Real
RHR-D303,Diabetes Management,Four steps to stay healthy with diabetes,"Follow these four steps to help you manage diabetes, avoid complications and live a long, active life.",cdc.gov,Real
RHR-D304,Diabetes Management,DSMES helps improve blood sugar levels and prevent complications,Diabetes self-management education and support services can help improve blood sugar levels to prevent or delay complications.,cdc.gov,Real
RHR-D305,Diabetes Management,Fiber intake of 22-34 grams daily recommended for adults,"The Dietary Guidelines for Americans, 2020-2025, recommend adults consume 22 to 34 grams of fiber each day based on age and sex.",cdc.gov,Real
RHR-D306,Diabetes Management,Type 1 diabetes symptoms can appear suddenly in weeks or months,"As type 1 progresses, symptoms can appear suddenly, in just a few weeks or months, and can be severe.",cdc.gov,Real
RHR-D307,Diabetes Management,"Frequent urination, increased thirst and hunger are diabetes symptoms","Symptoms of diabetes include frequent urination, increased thirst and hunger, and losing weight without trying.",cdc.gov,Real
RHR-D308,Diabetes Management,Work with healthcare team to make a meal plan for diabetes,Work with your healthcare team to make a meal plan that fits your life for diabetes management.,cdc.gov,Real
RHR-D309,Diabetes Management,Diabetes raises mortality risk after solid-organ transplantation,People with an organ transplant who develop or have existing diabetes are more likely to die than those without diabetes.,news-medical.net,Real
RHR-D310,Diabetes Management,Association of diabetes diagnosis and type of organ failure varied almost 7-fold,The association of diabetes diagnosis and type of organ failure varied almost 7-fold based on organ type.,news-medical.net,Real
RHR-D311,Diabetes Management,Kidney recipients with pre-existing diabetes had the highest risk by far,"In the group of recipients who already had diabetes, kidney recipients had the highest risk by far among all organ transplant types.",news-medical.net,Real
RHR-D312,Diabetes Management,Lung recipients had the smallest increase in diabetes-related mortality risk,Lung recipients had the smallest increase in mortality risk among all solid-organ transplant types.,news-medical.net,Real
RHR-D313,Diabetes Management,Patients and families can ask transplant providers about diabetes risk,"""Patients and their families can ask transplant providers more specific questions about diabetes risk, both before surgery and in the months after.""",news-medical.net,Real
RHR-D314,Diabetes Management,Prevention and management of diabetes in transplant recipients must be tailored,"""Because of the differential effect of diabetes on recipients by organ type, prevention and management will need to be tailored.""",news-medical.net,Real
RHR-D315,Diabetes Management,"Microvascular complications include retinopathy, nephropathy and neuropathy","Type 2 diabetes complications include microvascular issues such as retinopathy, nephropathy and neuropathy.",pmc.ncbi.nlm.nih.gov,Real
RHR-D316,Diabetes Management,"Macrovascular complications include coronary artery disease, stroke and peripheral vascular disease","Type 2 diabetes complications include macrovascular problems such as coronary artery disease, stroke and peripheral vascular disease.",pmc.ncbi.nlm.nih.gov,Real
RHR-D317,Diabetes Management,Increasing diabetes duration associated with higher risk of microvascular complications,Increasing diabetes duration was associated with higher risk of all microvascular complications (P < 0.01–0.001).,pmc.ncbi.nlm.nih.gov,Real
RHR-D318,Diabetes Management,"Age at onset of T2DM predicts peripheral neuropathy, nephropathy and ASCVD","The age at onset of T2DM predicted peripheral neuropathy, nephropathy, and ASCVD (P < 0.05–0.001).",pmc.ncbi.nlm.nih.gov,Real
RHR-D319,Diabetes Management,Diabetic myonecrosis is frequently misdiagnosed,Diabetic myonecrosis is frequently misdiagnosed given its resemblance to infectious and vascular complications.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D320,Diabetes Management,Diabetic myonecrosis associated with other microvascular complications,Diabetic myonecrosis is associated with other microvascular diabetic complications such as nephropathy or retinopathy.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D321,Diabetes Management,About 50% of people with diabetes develop neuropathy causing numbness or pain,"About 50% of people with DM develop diabetic neuropathy, which can cause numbness, discomfort or severe pain.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D322,Diabetes Management,Men more susceptible to diabetogenic effects of depression and poor sleep,Men are more susceptible to the diabetogenic effects of depression and poor sleep compared to women.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D323,Diabetes Management,Mental health screening should be incorporated into routine diabetes prevention,"Results suggest a need to incorporate mental health screening into routine diabetes prevention strategies, particularly for men.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D324,Diabetes Management,"Persistently high blood sugar damages collagen, tendons, ligaments and nerves","Persistently high blood sugar can damage collagen, tendons, ligaments and nerves, increasing the risk of pain, stiffness and mobility problems.",health.economictimes.indiatimes.com,Real
RHR-D325,Diabetes Management,Frozen shoulder and musculoskeletal disorders are hidden complications of diabetes,"Frozen shoulder and musculoskeletal disorders emerge as hidden complications of diabetes, significantly affecting quality of life.",health.economictimes.indiatimes.com,Real
RHR-D326,Diabetes Management,Musculoskeletal complications significantly more prevalent in diabetic populations,"MSK complications including trigger finger, adhesive capsulitis and carpal tunnel syndrome are significantly more prevalent in diabetic populations.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D327,Diabetes Management,Charcot joint significantly more prevalent in diabetic populations,Charcot joint and diffuse idiopathic skeletal hyperostosis are significantly more prevalent in diabetic populations compared to non-diabetics.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D328,Diabetes Management,Prevalence of frozen shoulder reaches 13.3% in diabetic patients,A comprehensive study found musculoskeletal manifestations including frozen shoulder (13.3%) and osteoporosis (14.2%).,journals.lww.com,Real
RHR-D329,Diabetes Management,Rapidly increasing type 2 diabetes disproportionately affects younger age groups,The rapidly increasing incidence of type 2 diabetes and its complications disproportionately affects younger age groups.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D330,Diabetes Management,Heterogeneity of diabetic manifestations requires personalized approaches,A prominent theme across recent studies is the heterogeneity of diabetic manifestations and complications.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D331,Diabetic Retinopathy,NPDR affects one-third of nearly 500 million people with diabetes,"Of the nearly 500 million people living with diabetes, one-third of them are affected by NPDR.",europe.ophthalmologytimes.com,Real
RHR-D332,Diabetic Retinopathy,EXN407 twice-daily topical formulation could be first effective eye-drop therapy,EXN407 has the potential to become the first effective eye-drop therapy for NPDR and diabetic macular oedema.,europe.ophthalmologytimes.com,Real
RHR-D333,Diabetic Retinopathy,EXN407 selectively inhibits SRPK1 to modulate VEGF expression,EXN407 selectively inhibits the pro-angiogenic isoforms that drive disease progression by modulating VEGF expression via alternative mRNA splicing.,europe.ophthalmologytimes.com,Real
RHR-D334,Diabetic Retinopathy,Suprachoroidal injection highest dose reduced complications from 37% to 4%,The highest dose of suprachoroidal injection remarkably reduced visual threatening complications from 37% to just 4%.,modernretina.com,Real
RHR-D335,Diabetic Retinopathy,Topical drops sufficient to reduce inflammation with suprachoroidal injection,Topical drops were all that was necessary to reduce any intraocular inflammation with suprachoroidal injection.,modernretina.com,Real
RHR-D336,Diabetic Retinopathy,"Danegaptide Phase 1b trial enrolled 24 patients across UK, Germany and US","The Phase 1b trial enrolled 24 patients across 11 clinical sites in the UK, Germany and the US.",modernretina.com,Real
RHR-D337,Diabetic Retinopathy,Danegaptide well tolerated with no dose-limiting toxicities reported,The oral treatment was well tolerated with early signs of clinical activity and no dose-limiting toxicities reported.,modernretina.com,Real
RHR-D338,Diabetic Retinopathy,Early signs of clinical activity observed on retinal imaging with danegaptide,"Early signs of clinical activity were observed on retinal imaging, with reductions in retinal vascular leakage and improvements in anatomic parameters.",modernretina.com,Real
RHR-D339,Diabetic Retinopathy,OTX-TKI sustained-release formulation shows safety in HELIOS trial,OTX-TKI was well-tolerated and safe with no serious adverse events reported in the HELIOS Phase 1 trial.,europe.ophthalmologytimes.com,Real
RHR-D340,Diabetic Retinopathy,TKIs could potentially maintain retinal vascular health in diabetic retinopathy,Research suggested that tyrosine kinase inhibitors could potentially maintain retinal vascular health in diabetic retinopathy.,europe.ophthalmologytimes.com,Real
RHR-D341,Diabetic Foot Ulcer,India's first nitric-oxide wound dressing for DFU launched by DAE,"The Department of Atomic Energy launched ColoNoX, India's first nitric-oxide-releasing wound dressing for diabetic foot ulcers.",newsonair.gov.in,Real
RHR-D342,Diabetic Foot Ulcer,ColoNoX developed by Bhabha Atomic Research Centre and clinically validated,ColoNoX was developed by Bhabha Atomic Research Centre and clinically validated through Phase II and III trials.,newsonair.gov.in,Real
RHR-D343,Diabetic Foot Ulcer,ColoNoX received DCGI approval for commercial manufacturing,ColoNoX has received DCGI approval for commercial manufacturing in India.,newsonair.gov.in,Real
RHR-D344,Diabetic Foot Ulcer,Natural materials often work better than synthetic for wound healing,"Natural materials often work better than synthetic for wound healing, encouraging the use of biological products taken from donors.",eurekalert.org,Real
RHR-D345,Diabetic Foot Ulcer,Pig-derived wound products can cause immune rejections or sensitivity,Pig-derived products can cause immune rejections or sensitivity in diabetic wound patients.,eurekalert.org,Real
RHR-D346,Diabetic Foot Ulcer,Human donor tissues are limited and often come from elderly donors,Human donor tissues are limited and often come from elderly donors with lower regenerative capacity.,eurekalert.org,Real
RHR-D347,Diabetic Foot Ulcer,Variability among donors can introduce inconsistencies in wound treatment,Variability among donors can introduce inconsistencies and lead to poor mechanical matching with the patient's tissue.,eurekalert.org,Real
RHR-D348,Diabetic Foot Ulcer,Cell-derived products eliminate shipment and storage problems,"""When you have cells in your product, there will always be issues. The shipment and storage can introduce all kinds of problems.""",eurekalert.org,Real
RHR-D349,Diabetic Foot Ulcer,Researchers use engineered cells for more stable quality,"""When you use engineered cells, you have a more stable quality"" for diabetic wound treatment.",eurekalert.org,Real
RHR-D350,Diabetic Foot Ulcer,LEA-Net enables earlier interventions to reduce avoidable amputations,"LEA-Net aims to predict the risk of LEA three to five years before patients develop foot ulcers, enabling earlier interventions.",eurekalert.org,Real
RHR-D351,Diabetic Nephropathy,Diabetic nephropathy is a leading cause of end-stage kidney disease worldwide,Diabetic nephropathy is a leading cause of end-stage kidney disease worldwide.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D352,Diabetic Nephropathy,Complex pathogenesis of diabetic nephropathy remains incompletely understood,"The complex pathogenesis of diabetic nephropathy remains incompletely understood, partly due to limitations of existing preclinical models.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D353,Diabetic Nephropathy,Current preclinical models fail to replicate chronic progression of human DN,Existing preclinical models fail to replicate the chronic progression and advanced renal damage observed in humans.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D354,Diabetic Nephropathy,Dapagliflozin and pioglitazone show protective effects on organ damage beyond glycemic control,"Both dapagliflozin and pioglitazone have shown protective effects on organ damage in diabetes, even beyond their blood glucose-lowering properties.",link.springer.com,Real
RHR-D355,Diabetic Nephropathy,Combined dapagliflozin and pioglitazone shows no added benefit in DN,Combined dapagliflozin and pioglitazone therapy in diabetic nephropathy showed no added benefit beyond monotherapy in inflammation and fibrosis.,link.springer.com,Real
RHR-D356,Diabetic Nephropathy,Probiotic CMU-pb-7 suppresses Keap1 expression in renal Nrf2 pathway,"CMU-pb-7 activated the renal Nrf2/HO-1/Gpx4 antioxidative pathway, suppressing Keap1 expression.",eurekalert.org,Real
RHR-D357,Diabetic Nephropathy,Butyrate-mediated activation of Nrf2 pathway highlights novel gut-kidney axis,The butyrate-mediated activation of the Nrf2 pathway highlights a novel gut-kidney axis mechanism in diabetic nephropathy.,eurekalert.org,Real
RHR-D358,Diabetic Nephropathy,Cafestol offers renoprotective mechanism independent of glycemic control,"Cafestol ameliorates diabetic nephropathy via Keap1-Nrf2 axis activation, offering a novel renoprotective mechanism independent of glycemic control.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D359,Diabetic Nephropathy,Cafestol protects against type 1 diabetes-induced nephropathy,This study aimed to investigate the possible protective effects of Cafestol in type 1 diabetes-induced nephropathy.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D360,Diabetic Nephropathy,11 loci associated with DKD progression identified in methylation study,"The current study detected 11 loci associated with DKD progression, identifying methylation changes predictive of early-stage DKD.",link.springer.com,Real
RHR-D361,Diabetic Neuropathy,NeuroStep neuroprosthesis from MedUni Vienna offers non-invasive treatment,"The international research team led by MedUni Vienna developed and tested the wearable, non-invasive neuroprosthesis ""NeuroStep"" on 14 patients.",meduniwien.ac.at,Real
RHR-D362,Diabetic Neuropathy,Diabetic neuropathy is the most prevalent complication of diabetes mellitus,"Diabetic neuropathy is the most prevalent complication of diabetes mellitus, affecting up to 50% of patients with type 2 diabetes mellitus.",pmc.ncbi.nlm.nih.gov,Real
RHR-D363,Diabetic Neuropathy,DPN is the most common type of diabetic neuropathy,"Among the various types of diabetic neuropathy, diabetic peripheral neuropathy is the most common.",pmc.ncbi.nlm.nih.gov,Real
RHR-D364,Diabetic Neuropathy,Inulin supplementation attenuates thermal hyperalgesia in diabetic mice,Inulin supplementation attenuated neuropathic phenotypes including thermal hyperalgesia and nerve conduction in diabetic mice.,pmc.ncbi.nlm.nih.gov,Real
RHR-D365,Diabetic Neuropathy,Inulin may ameliorate DPN through modulation of gut microbiota,Dietary inulin supplementation may ameliorate diabetic peripheral neuropathy through modulation of gut microbiota and their metabolite profiles.,pmc.ncbi.nlm.nih.gov,Real
RHR-D366,Diabetic Neuropathy,10 kHz SCS demonstrates long-term improvements in PDN,High-frequency 10 kHz spinal cord stimulation demonstrated significant long-term improvements in lower limb pain and health-related quality of life in PDN.,pmc.ncbi.nlm.nih.gov,Real
RHR-D367,Diabetic Neuropathy,Current pharmacological treatments often fail in painful diabetic neuropathy,Current pharmacological treatment options for painful diabetic neuropathy often fail to provide adequate pain relief.,pmc.ncbi.nlm.nih.gov,Real
RHR-D368,Diabetic Neuropathy,VEGF gene transfer may improve diabetic neuropathy symptoms,A novel technique for transfer of the gene for VEGF may be useful in diabetic neuropathy.,neurologytoday.aan.com,Real
RHR-D369,Diabetic Neuropathy,Therapeutic peptide could prevent diabetic nerve damage,Researchers developed a therapeutic peptide that could transform the treatment and possibly even the prevention of diabetic nerve damage.,research-in-germany.org,Real
RHR-D370,Diabetic Neuropathy,Study opens new possibilities for diabetic neuropathy treatment,The current study opens up new possibilities for treating diabetic neuropathy through peptide-based therapy.,research-in-germany.org,Real
RHR-D371,Diabetic Cardiovascular Disease,CVD remains a major cause of mortality in long-duration type 1 diabetes,"CVD remains a major cause of mortality in people with long-duration type 1 diabetes, even among those without DKD.",pmc.ncbi.nlm.nih.gov,Real
RHR-D372,Diabetic Cardiovascular Disease,Joslin Medalists study assesses biomarkers for CVD risks,Researchers assessed biomarkers that may be associated with CVD risks among Joslin 'Medalists' with type 1 diabetes of ?50 years.,pmc.ncbi.nlm.nih.gov,Real
RHR-D373,Diabetic Cardiovascular Disease,GLP-1 RA treatment shows cardiovascular benefits in non-obese T2D patients,"GLP-1 RA treatment was associated with significantly improved cardiovascular outcomes in non-obese patients with T2D, CKD or CAD.",ahajournals.org,Real
RHR-D374,Diabetic Cardiovascular Disease,Most pronounced cardiovascular benefit of GLP-1 RAs in CKD patients,The most pronounced cardiovascular benefit of GLP-1 RAs was observed in chronic kidney disease patients.,ahajournals.org,Real
RHR-D375,Diabetic Cardiovascular Disease,Women with diabetes have nearly double the risk of hidden heart disease,"Among people with diabetes, women are nearly twice as likely as men to have hidden heart disease.",health.harvard.edu,Real
RHR-D376,Diabetic Cardiovascular Disease,Amphilimus-eluting and zotarolimus-eluting stents compared in SUGAR trial,The SUGAR trial compared amphilimus-eluting versus zotarolimus-eluting stents in patients with diabetes mellitus and coronary artery disease.,heart.bmj.com,Real
RHR-D377,Diabetic Cardiovascular Disease,SUGAR trial demonstrates comparable long-term efficacy of AES and O-ZES,The SUGAR trial demonstrates that AES and O-ZES provide comparable long-term efficacy in preventing TLF in patients with DM.,heart.bmj.com,Real
RHR-D378,Diabetic Cardiovascular Disease,INTERASPIRE survey covers 14 countries across 6 WHO regions,INTERASPIRE performed in 14 countries across 6 WHO regions evaluated guideline adherence and management of CAD patients with dysglycaemia.,pmc.ncbi.nlm.nih.gov,Real
RHR-D379,Diabetic Cardiovascular Disease,Dysglycaemia increases cardiovascular risk and worsens prognosis,Dysglycaemia increases cardiovascular risk and worsens prognosis in patients with coronary artery disease.,pmc.ncbi.nlm.nih.gov,Real
RHR-D380,Diabetic Cardiovascular Disease,1091 participants show cardiovascular risk improvements over three months,"Over three months, 1091 participants showed significant improvements in blood sugar, blood pressure, cholesterol and cardiovascular risk scores.",journals.lww.com,Real
RHR-D381,Diabetic Ketoacidosis,ADA 2025 conference features ketone monitoring innovations,Innovations and advancements in diabetic ketoacidosis and ketone monitoring technology were featured at ADA 2025.,tandfonline.com,Real
RHR-D382,Diabetic Ketoacidosis,isCGM reduces DKA hospitalizations with substantial cost savings,Intermittently scanned continuous glucose monitoring adoption significantly reduced DKA hospital admissions in adults with T1DM with cost savings.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D383,Diabetic Ketoacidosis,SGLT2 inhibitors associated with euglycemic DKA,Euglycemic diabetic ketoacidosis has been increasingly associated with SGLT2 inhibitor use.,journals.lww.com,Real
RHR-D384,Diabetic Ketoacidosis,Ketogenic diets may trigger euglycemic DKA with SGLT2 inhibitors,"Euglycemic diabetic ketoacidosis has been associated with SGLT2 inhibitor use and, recently, concomitant carbohydrate-restricted diets.",journals.lww.com,Real
RHR-D385,Diabetic Ketoacidosis,DKA patients at risk for hypoglycemia during treatment,Patients are at increased risk for hypoglycemia during the active treatment window of DKA when dextrose addition is delayed.,diabetesjournals.org,Real
RHR-D386,Diabetic Ketoacidosis,Expert-recommended dextrose addition prevents hypoglycemia in DKA,This study provides the first strong evidence for the expert-recommended intervention of adding dextrose in DKA treatment to prevent hypoglycemia.,diabetesjournals.org,Real
RHR-D387,Diabetic Ketoacidosis,Euglycemic DKA in pregnancy has up to 35% fetal death rate,Maternal and fetal comorbidities are extremely high in euglycemic DKA with up to 35% cases resulting in fetal death.,preview.academic.oup.com,Real
RHR-D388,Diabetic Ketoacidosis,Euglycemic DKA in pregnancy associated with cardiac complications and renal failure,"Euglycemic DKA in pregnancy is associated with increased rates of cardiac complications, acute renal failure, and blood loss requiring transfusions.",preview.academic.oup.com,Real
RHR-D389,Diabetic Ketoacidosis,Race and ethnicity influence DKA presentation at T1DM diagnosis,A study determined the proportion of individuals with new onset T1DM presenting with DKA by race and ethnicity.,diabetesjournals.org,Real
RHR-D390,Diabetic Ketoacidosis,Tirzepatide-associated euglycemic DKA reported,A case of euglycemic diabetic ketoacidosis was reported in a T2DM patient using tirzepatide.,academic.oup.com,Real
RHR-D391,Gestational Diabetes,Early gestational diabetes requires higher insulin doses,Women with treated early gestational diabetes mellitus have a significantly higher insulin requirement than late GDM.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D392,Gestational Diabetes,Late gestational diabetes has different clinical characteristics than early GDM,Comparison of pregnancy outcomes between treated early GDM and late GDM reveals distinct clinical characteristics.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D393,Gestational Diabetes,GDM increases risk of prelabor rupture of membranes,Women with GDM are more likely to experience prelabor rupture of membranes and other obstetric complications.,pmc.ncbi.nlm.nih.gov,Real
RHR-D394,Gestational Diabetes,GDM increases risk of antepartum and postpartum hemorrhage,Women with GDM are more likely to experience antepartum and postpartum hemorrhage.,pmc.ncbi.nlm.nih.gov,Real
RHR-D395,Gestational Diabetes,Neonatal admission to care units more common in GDM pregnancies,Infants of diabetic mothers face admission to neonatal care units and respiratory distress.,pmc.ncbi.nlm.nih.gov,Real
RHR-D396,Gestational Diabetes,Congenital anomalies more common in infants of diabetic mothers,Infants of diabetic mothers face congenital anomalies and other complications requiring specialized neonatal care.,jstage.jst.go.jp,Real
RHR-D397,Gestational Diabetes,Polycythemia in infants of diabetic mothers,Infants of diabetic mothers face polycythemia and other hematological complications.,jstage.jst.go.jp,Real
RHR-D398,Gestational Diabetes,Third-trimester HbA1c predicts adverse neonatal outcomes,"In pre-gestational diabetes, HbA1c >6.5% in the third trimester predicts adverse neonatal outcomes.",ouci.dntb.gov.ua,Real
RHR-D399,Gestational Diabetes,PFT1DM requires multidisciplinary management,Pregnancy-associated fulminant type 1 diabetes requires multidisciplinary management for optimal pregnancy outcomes.,ovid.com,Real
RHR-D400,Gestational Diabetes,Early diagnosis of PFT1DM improves pregnancy outcomes,The importance of early diagnosis and appropriate treatments is emphasized to improve pregnancy outcomes in PFT1DM.,ovid.com,Real
RHR-D401,Diabetic Oral Health,Periodontal treatment consistently reduces diabetic complication risk,This consistent risk reduction suggests periodontal treatment may be widely applicable in diabetes management.,jada.ada.org,Real
