id,disease_domain,news_title,news_snippet,source_domain,label
MHF933,Diabetes,Diabetes is a hoax to sell insulin,A denialist blog claims diabetes is fabricated to profit from insulin sales.,diabetesinsulinprofit.org,Fake
MHF934,Diabetes,Diabetes is caused by vaccines,"An anti-vaccine group claims vaccines cause diabetes, ignoring epidemiological data.",diabetesvaxmyth.com,Fake
MHF935,Diabetes,Diabetes can be prevented by eating cinnamon daily,A supplement seller claims cinnamon provides 100% protection against diabetes.,diabetescinnamonprevent.org,Fake
MHF936,Heart Disease,Heart disease is caused by eating eggs,"An outdated claim says eggs cause heart disease, ignoring current evidence.",heartdiseaseeggsmyth.com,Fake
MHF937,Heart Disease,Heart disease can be cured by drinking pomegranate juice,"A juice seller claims pomegranate reverses heart disease, with no clinical proof.",heartdiseasepomegranatecure.org,Fake
MHF938,Heart Disease,Heart disease is a hoax to sell statins,A denialist blog claims heart disease is fabricated to profit from statin sales.,heartdiseasestatinprofit.com,Fake
MHF939,Heart Disease,Heart disease is caused by stress – not cholesterol,A psychosomatic claim says heart disease is caused by emotional stress.,heartdiseasestressmyth.org,Fake
MHF940,Heart Disease,Heart disease can be prevented by drinking red wine daily,A wine industry claim says red wine provides 100% protection against heart disease.,heartdiseasewineprevent.com,Fake
MHF941,Stroke,Stroke is caused by eating too much salt,"An oversimplified claim says salt exclusively causes stroke, ignoring other risk factors.",strok esaltmyth.org,Fake
MHF942,Stroke,Stroke can be cured by taking ginkgo biloba,A supplement seller claims ginkgo restores blood flow after stroke.,strokeginkgocure.com,Fake
MHF943,Stroke,Stroke is a hoax to sell blood thinners,A denialist blog claims stroke is fabricated to profit from anticoagulant sales.,strokebloodthinnerprofit.org,Fake
MHF944,Stroke,Stroke is caused by vaccines,"An anti-vaccine group claims vaccines cause stroke, ignoring epidemiological data.",strok evaxmyth.com,Fake
MHF945,Stroke,Stroke can be prevented by drinking green tea,A tea industry claim says green tea provides 100% protection against stroke.,strokegreenteaprevent.org,Fake
MHF946,Alzheimer's,Alzheimer's is caused by eating too much sugar,"A diet blog claims sugar causes Alzheimer's, encouraging sugar-free diets.",alzheimersugarmyth.com,Fake
MHF947,Alzheimer's,Alzheimer's can be cured by taking coconut oil,"A supplement seller claims coconut oil reverses Alzheimer's, with no clinical proof.",alzheimercoconutoilcure.org,Fake
MHF948,Alzheimer's,Alzheimer's is a hoax to sell expensive drugs,A denialist blog claims Alzheimer's is fabricated to profit from drug sales.,alzheimerhoaxprofit.com,Fake
MHF949,Alzheimer's,Alzheimer's is caused by vaccines,"An anti-vaccine group claims vaccines cause Alzheimer's, ignoring epidemiological data.",alzheimervaxmyth.org,Fake
MHF950,Alzheimer's,Alzheimer's can be prevented by drinking coffee daily,A coffee industry claim says coffee provides 100% protection against Alzheimer's.,alzheimercoffeeprevent.com,Fake
MHF951,Parkinson's,Parkinson's is caused by eating too much meat,"A diet blog claims meat causes Parkinson's, encouraging vegetarian diets.",parkinsonmeatmyth.org,Fake
MHF952,Parkinson's,Parkinson's can be cured by taking mucuna pruriens,"A supplement seller claims mucuna reverses Parkinson's, with no clinical proof.",parkinsonmucunacure.com,Fake
MHF953,Parkinson's,Parkinson's is a hoax to sell expensive drugs,A denialist blog claims Parkinson's is fabricated to profit from drug sales.,parkinsonhoaxprofit.org,Fake
MHF954,Parkinson's,Parkinson's is caused by vaccines,"An anti-vaccine group claims vaccines cause Parkinson's, ignoring epidemiological data.",parkinsonvaxmyth.com,Fake
MHF955,Parkinson's,Parkinson's can be prevented by drinking green tea,A tea industry claim says green tea provides 100% protection against Parkinson's.,parkinsongreenteaprevent.org,Fake
MHF956,Multiple Sclerosis,MS is caused by eating too much fat,"A diet blog claims fat causes MS, encouraging low-fat diets.",msfatmyth.com,Fake
MHF957,Multiple Sclerosis,MS can be cured by taking vitamin D,"A supplement seller claims vitamin D reverses MS, with no clinical proof.",msvitamindcure.org,Fake
MHF958,Multiple Sclerosis,MS is a hoax to sell expensive drugs,A denialist blog claims MS is fabricated to profit from drug sales.,mshoaxprofit.com,Fake
MHF959,Multiple Sclerosis,MS is caused by vaccines,"An anti-vaccine group claims vaccines cause MS, ignoring epidemiological data.",msvaxmyth.org,Fake
MHF960,Multiple Sclerosis,MS can be prevented by drinking coffee,A coffee industry claim says coffee provides 100% protection against MS.,mscoffeeprevent.com,Fake
MHF961,Lupus,Lupus is caused by eating too much garlic,"A diet blog claims garlic triggers lupus, encouraging garlic-free diets.",lupusgarlicmyth.org,Fake
MHF962,Lupus,Lupus can be cured by taking turmeric,"A supplement seller claims turmeric reverses lupus, with no clinical proof.",lupusturmericcure.com,Fake
MHF963,Lupus,Lupus is a hoax to sell expensive drugs,A denialist blog claims lupus is fabricated to profit from drug sales.,lupushoaxprofit.org,Fake
MHF964,Lupus,Lupus is caused by vaccines,"An anti-vaccine group claims vaccines cause lupus, ignoring epidemiological data.",lupusvaxmyth.com,Fake
MHF965,Lupus,Lupus can be prevented by drinking green tea,A tea industry claim says green tea provides 100% protection against lupus.,lupusgreenteaprevent.org,Fake
MHF966,Rheumatoid Arthritis,RA is caused by eating too much meat,"A diet blog claims meat causes RA, encouraging vegetarian diets.",rameatmyth.com,Fake
MHF967,Rheumatoid Arthritis,RA can be cured by taking ginger,"A supplement seller claims ginger reverses RA, with no clinical proof.",ragingercure.org,Fake
MHF968,Rheumatoid Arthritis,RA is a hoax to sell expensive drugs,A denialist blog claims RA is fabricated to profit from drug sales.,rahoaxprofit.com,Fake
MHF969,Rheumatoid Arthritis,RA is caused by vaccines,"An anti-vaccine group claims vaccines cause RA, ignoring epidemiological data.",ravaxmyth.org,Fake
MHF970,Rheumatoid Arthritis,RA can be prevented by drinking green tea,A tea industry claim says green tea provides 100% protection against RA.,rag reenteaprevent.com,Fake
MHF971,Psoriasis,Psoriasis is caused by eating too much sugar,"A diet blog claims sugar causes psoriasis, encouraging sugar-free diets.",psoriasissugarmyth.org,Fake
MHF972,Psoriasis,Psoriasis can be cured by taking aloe vera,"A supplement seller claims aloe vera reverses psoriasis, with no clinical proof.",psoriasisaloecure.com,Fake
MHF973,Psoriasis,Psoriasis is a hoax to sell expensive creams,A denialist blog claims psoriasis is fabricated to profit from cream sales.,psoriasiscreamprofit.org,Fake
MHF974,Psoriasis,Psoriasis is caused by vaccines,"An anti-vaccine group claims vaccines cause psoriasis, ignoring epidemiological data.",psoriasisvaxmyth.com,Fake
MHF975,Psoriasis,Psoriasis can be prevented by drinking green tea,A tea industry claim says green tea provides 100% protection against psoriasis.,psoriasisgreenteaprevent.org,Fake
MHF976,Osteoporosis,Osteoporosis is caused by drinking too much coffee,"A diet blog claims coffee causes osteoporosis, encouraging coffee-free diets.",osteoporosiscoffeemy th.com,Fake
MHF977,Osteoporosis,Osteoporosis can be cured by taking calcium supplements,"A supplement seller claims calcium alone reverses osteoporosis, ignoring vitamin D and exercise.",osteoporosiscalciumcure.org,Fake
MHF978,Osteoporosis,Osteoporosis is a hoax to sell expensive drugs,A denialist blog claims osteoporosis is fabricated to profit from drug sales.,osteoporosishoaxprofit.com,Fake
MHF979,Osteoporosis,Osteoporosis is caused by vaccines,"An anti-vaccine group claims vaccines cause osteoporosis, ignoring epidemiological data.",osteoporosisvaxmyth.org,Fake
MHF980,Osteoporosis,Osteoporosis can be prevented by drinking milk daily,A dairy industry claim says milk provides 100% protection against osteoporosis.,osteoporosismilkprevent.com,Fake
MHF981,Asthma,Asthma is caused by eating too much dairy,"A diet blog claims dairy causes asthma, encouraging dairy-free diets.",asthmadairymyth.org,Fake
MHF982,Asthma,Asthma can be cured by taking omega-3 supplements,"A supplement seller claims omega-3 reverses asthma, with no clinical proof.",asthmaomega3cure.com,Fake
MHF983,Asthma,Asthma is a hoax to sell inhalers,A denialist blog claims asthma is fabricated to profit from inhaler sales.,asthmainhalerprofit.org,Fake
MHF984,Asthma,Asthma is caused by vaccines,"An anti-vaccine group claims vaccines cause asthma, ignoring epidemiological data.",asthmavaxmyth.com,Fake
MHF985,Asthma,Asthma can be prevented by drinking green tea,A tea industry claim says green tea provides 100% protection against asthma.,asthmagreenteaprevent.org,Fake
MHF986,Depression,Depression is caused by eating too much sugar,"A diet blog claims sugar causes depression, encouraging sugar-free diets.",depressionsugarmyth.com,Fake
MHF987,Depression,Depression can be cured by taking St. John's Wort,"A supplement seller claims St. John's Wort reverses depression, with no clinical proof.",depressionsaintjohnscure.org,Fake
MHF988,Depression,Depression is a hoax to sell antidepressants,A denialist blog claims depression is fabricated to profit from antidepressant sales.,depressionantidepressantprofit.com,Fake
MHF989,Depression,Depression is caused by vaccines,"An anti-vaccine group claims vaccines cause depression, ignoring epidemiological data.",depressionvaxmyth.org,Fake
MHF990,Depression,Depression can be prevented by drinking green tea,A tea industry claim says green tea provides 100% protection against depression.,depressiongreenteaprevent.com,Fake
MHF991,Anxiety,Anxiety is caused by eating too much caffeine,"A diet blog claims caffeine causes anxiety, encouraging caffeine-free diets.",anxietycaffeinemyth.org,Fake
MHF992,Anxiety,Anxiety can be cured by taking chamomile,"A supplement seller claims chamomile reverses anxiety, with no clinical proof.",anxietychamomilecure.com,Fake
MHF993,Anxiety,Anxiety is a hoax to sell anti-anxiety drugs,A denialist blog claims anxiety is fabricated to profit from drug sales.,anxietydrugprofit.org,Fake
MHF994,Anxiety,Anxiety is caused by vaccines,"An anti-vaccine group claims vaccines cause anxiety, ignoring epidemiological data.",anxietyvaxmyth.com,Fake
MHF995,Anxiety,Anxiety can be prevented by drinking green tea,A tea industry claim says green tea provides 100% protection against anxiety.,anxietygreenteaprevent.org,Fake
MHF996,Hypertension,Hypertension is caused by eating too much red meat,"A diet blog claims red meat causes hypertension, encouraging vegetarian diets.",hypertensionredmeatmyth.com,Fake
MHF997,Hypertension,Hypertension can be cured by taking hibiscus tea,"A supplement seller claims hibiscus reverses hypertension, with no clinical proof.",hypertensionhibiscuscure.org,Fake
MHF998,Hypertension,Hypertension is a hoax to sell blood pressure drugs,A denialist blog claims hypertension is fabricated to profit from drug sales.,hypertensiondrugprofit.com,Fake
MHF999,Hypertension,Hypertension is caused by vaccines,"An anti-vaccine group claims vaccines cause hypertension, ignoring epidemiological data.",hypertensionvaxmyth.org,Fake
MHF1000,Hypertension,Hypertension can be prevented by drinking beetroot juice,A juice seller claims beetroot provides 100% protection against hypertension.,hypertensionbeetrootprevent.com,Fake
CF001,COVID-19,"BREAKING: Garlic and lemon juice cure COVID-19 instantly, doctors silent","Natural remedy eliminates COVID-19 in 24 hours, but pharmaceutical companies are hiding this from the public.",naturalcuresdaily.com,Fake
CF002,COVID-19,"5G towers spreading COVID-19 across the globe, scientists confirm","New evidence shows 5G radiation activates coronavirus in the blood, causing severe COVID-19 symptoms.",truthfrequency.org,Fake
CF003,COVID-19,"COVID-19 vaccines contain microchips for population tracking, whistleblower reveals",Former Pfizer employee exposes that COVID-19 vaccine doses are laced with graphene oxide and tracking chips.,thepeoplesvoice.tv,Fake
CF004,COVID-19,"Bill Gates created COVID-19 to depopulate the world, leaked emails show",Newly leaked documents prove Bill Gates funded the COVID-19 lab leak to reduce global population by 50%.,beforeitsnews.com,Fake
CF005,COVID-19,Hydroxychloroquine is 100% cure for COVID-19 but FDA is suppressing it,"Large-scale study proves hydroxychloroquine cures COVID-19, but the FDA banned it to protect vaccine profits.",americasfrontlinedoctors.org,Fake
CF006,COVID-19,COVID-19 lockdowns are a government plan to destroy small businesses permanently,World Economic Forum confirmed that COVID-19 restrictions were designed to collapse local economies.,economiccollapse.net,Fake
CF007,COVID-19,Ivermectin prevents COVID-19 100% but media ignores the truth,"Mass trial shows ivermectin is the ultimate COVID-19 prevention, but Big Pharma suppresses the data.",ivermectinfacts.com,Fake
CF008,COVID-19,COVID-19 is a bioweapon engineered in a Chinese lab and intentionally released,Declassified CIA documents confirm COVID-19 was manufactured as a bioweapon against Western nations.,globalresearch.ca,Fake
CF009,COVID-19,Face masks cause carbon dioxide poisoning and weaken immunity against COVID-19,Prolonged mask-wearing leads to oxygen deprivation and makes you more susceptible to COVID-19 infection.,maskfreeamerica.org,Fake
CF010,COVID-19,COVID-19 death statistics are massively inflated for government funding,"Hospitals are paid $50,000 per COVID-19 death, so they are labeling all deaths as COVID-19.",truthaboutcovid.org,Fake
CF011,COVID-19,Pope Francis reveals COVID-19 vaccine is the mark of the beast,Vatican insider claims Pope secretly warned that COVID-19 vaccination fulfills biblical prophecy.,prophecynews.com,Fake
CF012,COVID-19,COVID-19 PCR tests are a scam and cannot detect the virus,Inventor of PCR test says COVID-19 tests are not meant for diagnosis and are being misused.,healthfreedom.news,Fake
CF013,COVID-19,HIV scientist admits COVID-19 was created to sell vaccines,Nobel Prize winner allegedly confessed that COVID-19 was a planned pandemic for profit.,theexpose.com,Fake
CF014,COVID-19,COVID-19 vaccines alter your DNA and turn you into a mutant,"mRNA technology permanently changes your genetic code, transforming you into a transgenic human.",bioweaponalert.com,Fake
CF015,COVID-19,COVID-19 is just a cold and the flu is more deadly,CDC data proves COVID-19 is no worse than seasonal flu; media overhyped it for ratings.,flucovidcomparison.com,Fake
CF016,COVID-19,Dr. Fauci admits COVID-19 vaccines cause infertility in leaked audio,Secret recording reveals Dr. Fauci admitted COVID-19 vaccines could cause sterility in women.,fauciwhistleblower.com,Fake
CF017,COVID-19,COVID-19 variants are created by vaccine shedding in unvaccinated people,"Vaccinated people shed spike proteins that mutate into new COVID-19 variants, infecting others.",sheddingtruth.com,Fake
CF018,COVID-19,"COVID-19 vaccine causes Bell's palsy in 50% of recipients, study shows",Hidden research reveals COVID-19 vaccination leads to facial paralysis in half of vaccinated people.,vaccinedangers.org,Fake
CF019,COVID-19,COVID-19 is a hoax created to install global dictatorship,UN Agenda 2030 uses COVID-19 to impose a one-world government and control all nations.,freedomfight.net,Fake
CF020,COVID-19,"Colloidal silver destroys COVID-19 within hours, mainstream medicine ignores it","Ancient remedy colloidal silver kills COVID-19 virus in lab tests, but doctors refuse to recommend it.",silvermiracle.com,Fake
CF021,COVID-19,COVID-19 lockdowns are causing more deaths than the virus itself,"Suicide, domestic violence, and untreated diseases from COVID-19 lockdowns have killed millions more.",lockdowndeaths.org,Fake
CF022,COVID-19,"COVID-19 vaccines contain aborted fetal cells, Vatican confirms",Catholic Church warns that all COVID-19 vaccines are made from aborted fetal tissue and are unethical.,churchtruth.org,Fake
CF023,COVID-19,"COVID-19 is the result of 5G testing in Wuhan, leaked military document",Pentagon document proves that 5G radiation triggered the COVID-19 outbreak in China.,militarydisclosure.com,Fake
CF024,COVID-19,Vitamin D is the real cure for COVID-19; doctors are lying to you,Massive study shows high-dose vitamin D completely prevents and cures COVID-19 without side effects.,vitaminrevolution.com,Fake
CF025,COVID-19,COVID-19 vaccine shedding causes miscarriages in pregnant women,Vaccinated women are shedding spike proteins causing spontaneous abortions in unvaccinated pregnant contacts.,pregnancywarning.com,Fake
CF026,COVID-19,COVID-19 was planned by the World Health Organization years in advance,WHO simulation exercise in 2019 predicted a coronavirus pandemic with 100% accuracy — proof of planning.,whoexposed.com,Fake
CF027,COVID-19,Dr. Fauci is the most dangerous man in history over the COVID-19 pandemic,Dr. Fauci intentionally prolonged the COVID-19 pandemic to profit from vaccine royalties.,fauciwanted.com,Fake
CF028,COVID-19,"COVID-19 vaccines are deadly — 100,000 deaths reported to VAERS","VAERS data proves COVID-19 vaccines have killed over 100,000 people, but media ignores it.",vaersanalysis.com,Fake
CF029,COVID-19,"COVID-19 natural immunity is 100% effective, no vaccines needed","Natural infection provides lifelong immunity against COVID-19, making vaccines completely unnecessary.",naturalimmunitynow.com,Fake
CF030,COVID-19,COVID-19 PCR tests are designed to produce false positives,The PCR cycle threshold was deliberately raised to make everyone test positive for COVID-19.,pcrfraud.com,Fake
CF031,COVID-19,COVID-19 lockdowns cause severe brain damage in children,Prolonged isolation and mask-wearing in schools cause cognitive decline and permanent brain damage in children.,childrenatrisk.org,Fake
CF032,COVID-19,COVID-19 vaccine is the deadliest drug ever created in history,Analysis of adverse events shows COVID-19 vaccines have higher death rates than any other drug.,vaccinefatality.org,Fake
CF033,COVID-19,COVID-19 is caused by electromagnetic fields from smart meters,Smart meters installed in homes emit frequencies that activate COVID-19 in the blood.,smartmeterdanger.com,Fake
CF034,COVID-19,COVID-19 vaccines alter menstrual cycles and cause infertility in women,Millions of women report menstrual changes after COVID-19 vaccination; proof of fertility damage.,womenshealthalert.com,Fake
CF035,COVID-19,COVID-19 is the greatest hoax ever perpetrated on humanity,All COVID-19 data has been fabricated; there was no pandemic — it was all scripted.,hoaxinvestigation.org,Fake
CF036,COVID-19,mRNA COVID-19 vaccines contain toxic graphene oxide,"Laboratory analysis finds graphene oxide in COVID-19 vaccine vials, which is toxic to blood.",graphendetox.com,Fake
CF037,COVID-19,COVID-19 is less dangerous than the common cold for children,Children have zero risk from COVID-19; school closures are child abuse based on fear.,protectthechildren.com,Fake
CF038,COVID-19,COVID-19 vaccines cause 50% increase in cancer rates within 2 years,Hidden CDC data shows cancer rates skyrocketing in vaccinated populations.,cancerwarning.org,Fake
CF039,COVID-19,COVID-19 origin leaked: created in US military lab in North Carolina,Leaked documents prove COVID-19 was engineered in a US biolab and used in biological warfare.,usbiolabtruth.com,Fake
CF040,COVID-19,COVID-19 vaccinated people are magnetized by the vaccine,Thousands of videos show vaccinated people can hold spoons and keys due to magnetic nanoparticles.,magnetizedvax.com,Fake
CF041,COVID-19,COVID-19 mandates are a test for global compliance to a totalitarian system,World governments are using COVID-19 restrictions to train citizens for permanent martial law.,martiallawwatch.com,Fake
CF042,COVID-19,COVID-19 vaccines cause prion diseases and Alzheimer's,"mRNA technology triggers prion misfolding in the brain, leading to dementia and Alzheimer's.",brainwarning.com,Fake
CF043,COVID-19,COVID-19 is the vaccine itself — vaccines are causing the disease,The COVID-19 vaccines contain live virus that causes COVID-19 in healthy people.,vaccinemutation.com,Fake
CF044,COVID-19,COVID-19 has a 99.98% survival rate — media is lying to you,WHO data shows COVID-19 survival rate is extremely high; lockdowns are unnecessary.,survivalfacts.org,Fake
CF045,COVID-19,COVID-19 vaccine passports are the mark of the beast from Revelation,The digital vaccine passport is the biblical mark that controls buying and selling.,prophecyfulfilled.com,Fake
CF046,COVID-19,COVID-19 spike protein is a deadly poison that stays in the body forever,Spike protein from COVID-19 vaccines accumulates in organs and causes chronic toxicity.,spikepoison.com,Fake
CF047,COVID-19,COVID-19 herbal treatment (Artemisia) discovered but suppressed,"African herbal remedy cures COVID-19 in 3 days, but WHO is suppressing it for profit.",africanherbalcure.com,Fake
CF048,COVID-19,COVID-19 variants are lab-engineered to keep the pandemic going,Genetic analysis proves that Delta and Omicron were created in a lab and released intentionally.,variantfraud.com,Fake
CF049,COVID-19,COVID-19 vaccines cause heart attacks in young athletes,"1,000 young athletes have died of heart attacks after COVID-19 vaccination, but media won't report it.",athletealert.org,Fake
CF050,COVID-19,"COVID-19 is a symptom of 5G radiation poisoning, not a virus",5G radiation creates biological changes that are misdiagnosed as COVID-19 infection.,5gcovidtruth.com,Fake
CF051,COVID-19,COVID-19 vaccines contain luciferase so Bill Gates can track you,Luciferase enzyme in COVID-19 vaccines allows GPS tracking of every vaccinated person.,luciferasegate.com,Fake
CF052,COVID-19,COVID-19 lockdowns are destroying children's immune systems permanently,No exposure to germs during COVID-19 lockdowns will cause lifelong immune deficiencies.,immunecollapse.org,Fake
CF053,COVID-19,COVID-19 is caused by eating Chinese food,Scientists discover that COVID-19 originated from contaminated Chinese food exports.,chinesefooddanger.com,Fake
CF054,COVID-19,COVID-19 vaccines alter menstrual cycles to reduce fertility,COVID-19 vaccines are designed to sterilize women and reduce global population.,populationcontrol.org,Fake
CF055,COVID-19,COVID-19 hospitals are fraudulently claiming deaths to get government funding,"Hospitals are paid per COVID-19 death, so they are misreporting causes of death.",hospitalfraudwatch.com,Fake
CF056,COVID-19,COVID-19 is a rare form of tuberculosis caused by vaccines,"TB vaccines reactivated and mutated into COVID-19, causing the global outbreak.",vaxmutation.com,Fake
CF057,COVID-19,COVID-19 is released by chiropteran bats in military experiments,"US military experimented with bat coronaviruses, accidentally releasing COVID-19.",bioweaponorigin.com,Fake
CF058,COVID-19,COVID-19 vaccine has altered the DNA of vaccinated people,Fertility clinics report that vaccinated people have mutated DNA in their sperm and eggs.,dnaalteration.org,Fake
CF059,COVID-19,COVID-19 is just a rebranded SARS virus from 2003,SARS and COVID-19 are identical viruses; the pandemic is a manufactured panic.,sarsrebrand.com,Fake
CF060,COVID-19,COVID-19 lockdowns are causing mass starvation in developing countries,Lockdowns in Africa have killed more people from hunger than COVID-19 ever could.,starvationpandemic.org,Fake
CF061,COVID-19,COVID-19 nasal swabs are toxic and cause brain damage,The swabs used in COVID-19 testing are coated with toxic chemicals that enter the brain.,swabdanger.com,Fake
CF062,COVID-19,COVID-19 vaccine shedding is causing sickness in unvaccinated children,"Vaccinated parents are shedding COVID-19 spike proteins, making their children sick.",sheddingkids.org,Fake
CF063,COVID-19,COVID-19 is the catalyst for the New World Order,The global elite used COVID-19 to create a new totalitarian order to enslave humanity.,newworldorderwatch.com,Fake
CF064,COVID-19,COVID-19 vaccines are 99% ineffective in real-world data,Real-world data proves COVID-19 vaccines have 0% efficacy and are a complete failure.,vaxfailure.org,Fake
CF065,COVID-19,COVID-19 is transmitted by mosquitoes and ticks,"Mosquito bites spread COVID-19, but WHO is hiding this to avoid panic.",mosquitocovid.com,Fake
CF066,COVID-19,COVID-19 pandemic is a ploy to force digital currency on the world,COVID-19 restrictions are used to push a digital dollar and eliminate cash.,digitalcurrencyagenda.com,Fake
CF067,COVID-19,"COVID-19 symptoms are actually vaccine side effects, not a virus","People testing positive for COVID-19 are suffering from previous vaccine injury, not infection.",vaccineinjurytruth.com,Fake
CF068,COVID-19,COVID-19 is the worst marketing campaign in history for Big Pharma,The pandemic is a $100 billion marketing scheme for pharmaceutical companies.,bigpharmapandemic.com,Fake
CF069,COVID-19,COVID-19 vaccine contains live Ebola virus as a biological agent,Leaked documents prove COVID-19 vaccines are laced with Ebola to cause severe disease.,ebolavaxgate.com,Fake
CF070,COVID-19,COVID-19 masks promote bacterial pneumonia and fungal infections,Wearing COVID-19 masks creates a perfect environment for pneumonia-causing bacteria.,maskinfection.com,Fake
CF071,COVID-19,COVID-19 is a deliberate attack against the elderly,COVID-19 was intentionally designed to kill off the elderly population and reduce pension costs.,elderlytarget.org,Fake
CF072,COVID-19,COVID-19 vaccines cause autoimmune diseases in 80% of recipients,New study shows COVID-19 vaccines trigger severe autoimmune disorders in the majority of vaccinated.,autoimmunewarning.com,Fake
CF073,COVID-19,COVID-19 is caused by fluoride in drinking water,"Fluoride weakens the immune system, allowing COVID-19 to infect people.",fluoridecovid.com,Fake
CF074,COVID-19,COVID-19 booster shots are causing AIDS-like immune deficiency,"Repeated COVID-19 booster doses are destroying CD4 cells, similar to AIDS.",immuneaidsvax.com,Fake
CF075,COVID-19,COVID-19 is a US conspiracy to weaken China's economy,The US government manufactured COVID-19 to cripple China's manufacturing sector.,uschinabio.com,Fake
CF076,COVID-19,COVID-19 vaccines are banned in European countries for safety reasons,"European nations banned COVID-19 vaccines due to deaths, but US media hides this.",vaxbans.com,Fake
CF077,COVID-19,COVID-19 natural remedies include essential oils and sage,"Essential oils like oregano and sage kill COVID-19 virus in minutes, study proves.",essentialcure.com,Fake
CF078,COVID-19,COVID-19 is not a virus — it's a heavy metal poisoning syndrome,COVID-19 symptoms are actually heavy metal toxicity from chemtrails and vaccines.,heavymetalcovid.com,Fake
CF079,COVID-19,COVID-19 vaccines alter your consciousness and make you compliant,Vaccinated people become docile and easily controlled due to brain nano-changes.,mindcontrolvax.com,Fake
CF080,COVID-19,COVID-19 death toll is lower than snake bite deaths,WHO data shows snake bites kill more people than COVID-19 annually; pandemic is fake.,comparedeaths.com,Fake
CF081,COVID-19,COVID-19 is the activation of an ancient retrovirus in humans,"Coronavirus awakens dormant viral DNA in humans, causing disease reactivation.",retrovirusactivation.com,Fake
CF082,COVID-19,COVID-19 vaccines are illegal and violate the Nuremberg Code,Mass vaccination violates human rights and medical ethics under international law.,nurembergvax.org,Fake
CF083,COVID-19,COVID-19 is a side effect of Pfizer's failed HIV vaccine,Pfizer's experimental HIV vaccine caused the coronavirus in trial participants.,pfizerhivcovid.com,Fake
CF084,COVID-19,COVID-19 mRNA vaccines are 99% water and totally ineffective,Lab analysis shows COVID-19 vaccines are mostly water with no active ingredients.,watervax.com,Fake
CF085,COVID-19,COVID-19 is caused by radiation from Chernobyl,"Chernobyl radioactive fallout mutated coronaviruses, creating COVID-19.",chernobylcovid.com,Fake
CF086,COVID-19,COVID-19 vaccines cause breast cancer in women,Link between COVID-19 vaccination and BCRA gene mutations discovered in young women.,breastcancerwarning.org,Fake
CF087,COVID-19,COVID-19 is a hoax by Democrats to ruin Trump's presidency,The COVID-19 pandemic was fabricated by the Democratic party to disrupt the 2020 election.,politicalhoax.com,Fake
CF088,COVID-19,COVID-19 nasal tests contain cancer-causing agents,The polyester swabs and reagents in COVID-19 tests are carcinogenic and cause cancer.,testcancer.com,Fake
CF089,COVID-19,COVID-19 is cured by drinking bleach and urine,Alternative medicine gurus claim bleach and urine therapy cure COVID-19 instantly.,bleachcure.org,Fake
CF090,COVID-19,COVID-19 vaccines are being tested on humans without consent,"Clinical trials are ongoing, and the public is being used as guinea pigs without informed consent.",humanexperiment.org,Fake
CF091,COVID-19,COVID-19 is transmitted through 5G frequencies from satellites,SpaceX satellites are transmitting COVID-19 signals that infect people globally.,satellitecovid.com,Fake
CF092,COVID-19,COVID-19 vaccines are designed to cause prion disease and brain decay,mRNA vaccines cause misfolded proteins leading to neurodegenerative diseases.,prionvaxwarning.com,Fake
CF093,COVID-19,COVID-19 is an ancient Chinese curse released by monks,"Chinese monks placed a curse on the world, manifesting as COVID-19.",curseofcovid.com,Fake
CF094,COVID-19,COVID-19 vaccines have caused more deaths than the virus itself,UK government data proves COVID-19 vaccines killed more people than COVID-19 in 2021.,vaxdeathcompare.com,Fake
CF095,COVID-19,COVID-19 is spread by chemtrails and government spraying,Government aircraft are spraying COVID-19-containing aerosols from the sky.,chemtrailcovid.com,Fake
CF096,COVID-19,"COVID-19 lockdowns were for fun and control, not for health",Government officials admit in leaked memo that COVID-19 restrictions were for population control.,controlnothealth.com,Fake
CF097,COVID-19,COVID-19 is the result of alien DNA mixing with human DNA,"Alien bioweapons were mixed with human DNA in a lab, creating COVID-19.",aliencovidorigin.com,Fake
CF098,COVID-19,COVID-19 vaccines cause your body to stop producing antibodies,COVID-19 vaccination permanently damages the immune system and prevents antibody production.,immunepermanentdamage.com,Fake
CF099,COVID-19,COVID-19 is a side effect of the flu shot from 2019,The 2019 flu vaccine contained COVID-19 virus and caused the pandemic.,flushotgate.com,Fake
CF100,COVID-19,COVID-19 is a myth created by media to sell ads,"The media manufactured COVID-19 to increase ratings, ad revenue, and subscriptions.",mediamyth.com,Fake
CF101,COVID-19,COVID-19 vaccines are causing rapid aging and early death,Accelerated aging biomarkers found in vaccinated individuals; lifespan reduced by 10 years.,rapidagingtruth.com,Fake
CF102,COVID-19,COVID-19 is a foodborne illness from contaminated meat,"COVID-19 spreads through eating infected animal products, not person-to-person.",meatcovid.com,Fake
CF103,COVID-19,COVID-19 lockdowns are the first step toward mandatory sterilization,Government programs will mandate sterilization after COVID-19 to control population.,sterilizationagenda.com,Fake
CF104,COVID-19,COVID-19 is a genetic weapon targeting specific races,COVID-19 was designed to affect certain races and spare others based on DNA.,geneticweapon.org,Fake
CF105,COVID-19,COVID-19 vaccines cause limbs to fall off in rare cases,Self-reported cases show vaccinated people developing necrosis leading to amputation.,limbremoval.com,Fake
CF106,COVID-19,COVID-19 is caused by aspartame and artificial sweeteners,Artificial sweeteners in food activate dormant coronaviruses in the body.,aspartamecovid.com,Fake
