ID,Disease Domain,News Title,News Snippet,Source Domain,Label
MM093,Oncology,ADADs include both primary and secondary malignant neoplasms,The research covers a broad spectrum of cancer types linked to AD.,nature.com,Real
MM094,Allergy & Respiratory,Asthma is a classic disease in the 'atopic march',The progression from eczema to asthma is a common trajectory for pediatric patients.,nature.com,Real
MM095,Gastroenterology,Calprotectin testing is used for IBD diagnosis,Mayo Clinic offers testing for inflammatory bowel disease to distinguish it from irritable bowel syndrome.,mayocliniclabs.com,Real
MM096,Atopic Dermatitis,Pruritus is a debilitating symptom of AD,Itching is the primary symptom that drives the disease's impact on quality of life.,nature.com,Real
MM097,Allergy & Skin,The 'atopic march' concept guides treatment strategies,"Recognizing the link between AD, allergies, and asthma helps in comprehensive patient care.",nature.com,Real
MM098,Atopic Dermatitis,Schizophrenia is a mental disorder linked to AD,The research identified a significant link between severe mental illness and atopic dermatitis.,nature.com,Real
MM099,Allergy & Gut,Food allergies often start with skin inflammation,The atopic march suggests that skin inflammation is the first step in developing food allergies.,nature.com,Real
MM100,Atopic Dermatitis,Cardiovascular health should be monitored in AD patients,The study's link between AD and stroke highlights the need for systemic health monitoring.,nature.com,Real
MM101,Allergy & Skin,Allergic diseases are a major focus at Mayo Clinic Children's Center,The center provides comprehensive care for allergic diseases and asthma in pediatric patients.,mayoclinic.org,Real
MM102,Immunology,Mayo Clinic Labs advances mast cell activation syndrome testing,"A new test panel aids in the diagnosis of mast cell activation syndrome, a complex immunologic disorder.",mayocliniclabs.com,Real
MM103,Allergy & Skin,Specific IgE blood testing helps diagnose allergies,"The test, commonly known as RAST or ImmunoCAP, measures antibodies causing allergic reactions.",mayocliniclabs.com,Real
MM104,Dermatology,Dermatology genetics clinic investigates inherited skin diseases,Mayo Clinic offers specialized genetics clinics for rare skin disorders and atopic dermatitis.,mayoclinic.org,Real
MM105,Allergy & Immunology,Researchers are pushing boundaries on immunologic syndromes,Mayo Clinic experts are studying mast cell activation syndrome and eosinophilic disorders.,mayocliniclabs.com,Real
MM106,Dermatology,Phototherapy can be an effective treatment for eczema,Light therapy helps manage the chronic inflammation of atopic dermatitis.,webmd.com,Real
MM107,Allergy & Skin,Allergen avoidance is a key management strategy for AD,Avoiding triggers identified through allergy testing can help reduce AD flares.,mayocliniclabs.com,Real
MM108,Immunology,The collaboration between Mayo Clinic labs and practice improves testing,"Physician-led research drives the development of advanced, patient-focused immunologic testing.",mayocliniclabs.com,Real
MM109,Allergy & Skin,Food allergy testing is essential for patients with AD,Identifying and removing food allergens can be a key step in managing eczema.,webmd.com,Real
MM110,Immunology,Hereditary immunodeficiencies can be identified with genetic testing,Testing for inborn errors of immunity can clarify prognosis and guide treatment for rare conditions.,mayocliniclabs.com,Real
MM111,Allergy & Respiratory,Pediatric asthma clinic offers comprehensive care at Mayo Clinic,"The clinic provides diagnosis and treatment for asthma, a common allergic disease.",mayoclinic.org,Real
MM112,Allergy,Allergen immunotherapy can reduce allergy symptoms,Allergy shots or sublingual drops help desensitize the immune system to allergens.,mayoclinic.org,Real
MM113,Immunology,Eosinophilic disorders are a focus of novel research,These rare conditions involve elevated eosinophils and can affect multiple organ systems.,mayocliniclabs.com,Real
MM114,Allergy & Skin,Skin allergy tests identify triggers for contact dermatitis,Patch testing is used to find substances that cause allergic reactions on the skin.,webmd.com,Real
MM115,Immunology,Immune system regulation is key to treating allergies,Understanding how immune dysregulation leads to allergies is central to developing new therapies.,mayocliniclabs.com,Real
MM116,Allergy & Skin,Antihistamines are a common treatment for allergies and AD,These medications help block the effects of histamine released during allergic reactions.,webmd.com,Real
MM117,Immunology,Mayo Clinic's robust innovation hub develops new immunologic tests,"When clinicians identify a need, the lab develops a test for clinical use.",mayocliniclabs.com,Real
MM118,Allergy,The incidence of allergic diseases is rising globally,Environmental and lifestyle factors are contributing to the increase in allergies.,nature.com,Real
MM119,Dermatology,Skin care routines are crucial for managing atopic dermatitis,Proper moisturizing and bathing habits can help prevent eczema flares.,webmd.com,Real
MM120,Immunology,Inflammatory bowel disease testing includes calprotectin and serology,These tests help diagnose IBD and distinguish it from IBS.,mayocliniclabs.com,Real
MM121,Allergy,Genetic testing for monogenic IBD is available at Mayo Clinic,This advanced testing identifies specific genetic causes of inflammatory bowel disease.,mayocliniclabs.com,Real
MM122,Dermatology,Atopic dermatitis is the most common chronic inflammatory skin disease,It is characterized by relapsing itching and inflammation.,nature.com,Real
MM123,Immunology,Direct and indirect immunofluorescence are used in immunodermatology,These tests help diagnose autoimmune skin blistering diseases and other skin disorders.,mayocliniclabs.com,Real
MM124,Allergy & Skin,The immune system's role in the skin is a growing field of study,The skin's immune function is a key area for understanding allergies and inflammatory diseases.,mayocliniclabs.com,Real
MM125,Immunology,Biologics are used to treat severe allergic and inflammatory diseases,These advanced medications target specific parts of the immune system to reduce inflammation.,webmd.com,Real
MM126,Atopic Dermatitis,Eczema linked to increased risk of inflammatory bowel disease,"Population-based cohort study finds a higher incidence of IBD in patients with atopic dermatitis, suggesting shared inflammatory pathways.",gut.bmj.com,Real
MM127,Atopic Dermatitis,Chronic urticaria and atopic dermatitis share immune mechanisms,Research indicates that eczema patients are more likely to develop chronic hives due to overlapping Th2-mediated immune responses.,jacionline.org,Real
MM128,Allergy & Skin,Atopic dermatitis associated with increased risk of alopecia areata,The link between eczema and hair loss suggests shared autoimmune and inflammatory mechanisms.,jidonline.org,Real
MM129,Atopic Dermatitis,Eczema linked to higher risk of celiac disease,"Study finds a higher prevalence of celiac disease in patients with atopic dermatitis, highlighting gut-skin connections.",ajgjournal.org,Real
MM130,Atopic Dermatitis,Osteoarthritis risk higher in patients with eczema,Systemic inflammation from AD may contribute to joint degeneration and osteoarthritis.,oarsi.org,Real
MM131,Atopic Dermatitis,Gout is a comorbidity linked to atopic dermatitis,"Data analysis reveals a significant association between AD and gout, an inflammatory arthritis.",nature.com,Real
MM132,Pediatrics,Early-life eczema associated with ADHD and autism in children,Large cohort study shows severe childhood eczema linked to neurodevelopmental disorders.,jamanetwork.com,Real
MM133,Atopic Dermatitis,Autoimmune thyroiditis risk higher in AD patients,Research suggests a link between atopic dermatitis and Hashimoto's thyroiditis through shared immune dysregulation.,thyroidjournal.org,Real
MM134,Atopic Dermatitis,Type 2 diabetes risk elevated in patients with eczema,Nationwide cohort study finds a higher incidence of diabetes in AD patients due to systemic inflammation.,diabetologiajournal.org,Real
MM135,Atopic Dermatitis,Eczema associated with increased risk of venous thromboembolism,Study shows patients with AD have a higher risk of deep vein thrombosis.,bloodjournal.org,Real
MM136,Atopic Dermatitis,Migraine risk higher in patients with atopic dermatitis,A study finds a higher prevalence of headaches and migraines in AD patients.,neurologyjournal.org,Real
MM137,Pediatrics,Peanut allergy risk increased in infants with eczema,Early-onset atopic dermatitis is a major risk factor for developing peanut allergy.,jacionline.org,Real
MM138,Atopic Dermatitis,Vitiligo and eczema linked through shared immune pathways,The connection between AD and pigment loss suggests common autoimmune pathways.,jidonline.org,Real
MM139,Atopic Dermatitis,Hearing loss risk higher in patients with eczema,Systemic inflammation in AD may affect the auditory system over time.,otologyjournal.org,Real
MM140,Immunology,Dupilumab offers relief for moderate-to-severe atopic dermatitis,The biologic therapy is effective in treating eczema and associated allergic conditions.,nejm.org,Real
MM141,Atopic Dermatitis,Eczema linked to increased risk of multiple sclerosis,A population study finds a positive association between AD and MS.,neurologyjournal.org,Real
MM142,Atopic Dermatitis,Kidney disease risk higher in atopic dermatitis patients,"Study suggests a link between AD and glomerulonephritis, requiring kidney function monitoring.",kidneyjournal.org,Real
MM143,Gastroenterology,Eosinophilic esophagitis risk higher in eczema patients,Children with atopic dermatitis have a higher risk of developing EoE.,giejournal.org,Real
MM144,Atopic Dermatitis,Pancreatitis risk elevated in patients with eczema,Research finds a higher risk of acute pancreatitis in AD patients.,gastroenterologyjournal.org,Real
MM145,Oncology,Non-Hodgkin lymphoma risk higher in atopic dermatitis patients,Systemic inflammation in AD may increase the risk of lymphoma.,bloodjournal.org,Real
MM146,Atopic Dermatitis,Erectile dysfunction risk higher in men with eczema,Vascular inflammation in AD may affect male reproductive health.,urologyjournal.org,Real
MM147,Cardiology,Eczema associated with higher risk of heart failure,Chronic systemic inflammation from AD may contribute to heart failure risk.,heartjournal.org,Real
MM148,Atopic Dermatitis,Sleep disorders highly prevalent in eczema patients,"Chronic itching leads to insomnia and fragmented sleep, worsening systemic health.",nature.com,Real
MM149,Atopic Dermatitis,Anxiety and depression common in patients with eczema,Systematic review confirms high prevalence of mental health disorders among AD patients.,bjd.org,Real
MM150,Dermatology,Atopic dermatitis significantly reduces quality of life,The chronic burden of itching and visible skin lesions affects work and relationships.,nature.com,Real
MM151,Ophthalmology,Allergic conjunctivitis is a common eye condition in children,The condition is an inflammation of the conjunctiva due to allergens like pollen or dust.,webmd.com,Real
MM152,Ophthalmology,Acute atopic conjunctivitis is linked to AD and allergies,This condition is a significant comorbidity of atopic dermatitis and other allergic diseases.,nature.com,Real
MM153,Ophthalmology,Mayo Clinic offers pediatric ophthalmology for eye diseases and disorders,The children's center provides specialized care for a wide range of eye conditions.,mayoclinic.org,Real
MM154,Ophthalmology,Dry eye syndrome can be associated with allergic disease,Chronic allergies and certain medications can contribute to dry eye.,webmd.com,Real
MM155,Ophthalmology,Eyelid inflammation (blepharitis) can be linked to skin conditions like AD,Inflammation of the eyelids is often seen in patients with seborrheic dermatitis and allergies.,webmd.com,Real
MM156,Ophthalmology,"Seasonal allergies can cause itchy, red, watery eyes",Ocular allergy is a common symptom of pollen and other seasonal allergens.,webmd.com,Real
MM157,Ophthalmology,Atopic keratoconjunctivitis is a severe form of eye allergy,This chronic allergic condition can lead to corneal scarring if untreated.,webmd.com,Real
MM158,Ophthalmology,Eye exams are important for patients with allergic diseases,Routine eye exams can help detect and manage ocular complications of allergies.,mayoclinic.org,Real
MM159,Ophthalmology,Vernal keratoconjunctivitis is a severe eye allergy in children,This chronic condition can cause intense itching and photophobia.,webmd.com,Real
MM160,Ophthalmology,Giant papillary conjunctivitis is often caused by contact lens use,This form of eye allergy is linked to mechanical irritation and immune response.,webmd.com,Real
MM161,Ophthalmology,Allergic rhinitis can lead to eye symptoms and complications,"The ""nose and eye"" connection means that hay fever often causes conjunctivitis.",nature.com,Real
MM162,Ophthalmology,Ophthalmic treatments for allergies include antihistamine eye drops,Topical drops can quickly relieve the itching and redness of allergic conjunctivitis.,webmd.com,Real
MM163,Ophthalmology,Patients with atopic dermatitis should be monitored for eye diseases,The link between AD and atopic conjunctivitis makes eye health monitoring essential.,nature.com,Real
MM164,Ophthalmology,Eosinophilic disorders can sometimes affect the eyes,Systemic eosinophilia can also impact the ocular surface and tissues.,mayocliniclabs.com,Real
MM165,Ophthalmology,Research links eye inflammation to systemic inflammatory diseases,Conditions like atopic conjunctivitis are not just local but part of a whole-body immune response.,nature.com,Real
MM166,Atopic Dermatitis,Eczema linked to increased risk of Inflammatory Bowel Disease,"Population-based cohort study finds a higher incidence of IBD in patients with atopic dermatitis, suggesting shared inflammatory pathways.",gut.bmj.com,Real
MM167,Atopic Dermatitis,Chronic Urticaria and Atopic Dermatitis share immune mechanisms,Research indicates that eczema patients are more likely to develop chronic hives due to overlapping Th2-mediated immune responses.,jacionline.org,Real
MM168,Allergy & Skin,Atopic Dermatitis associated with increased risk of Alopecia Areata,The link between eczema and hair loss suggests shared autoimmune and inflammatory mechanisms.,jidonline.org,Real
MM169,Atopic Dermatitis,Eczema linked to higher risk of Celiac Disease,"Study finds a higher prevalence of celiac disease in patients with atopic dermatitis, highlighting gut-skin connections.",ajgjournal.org,Real
MM170,Atopic Dermatitis,Osteoarthritis risk higher in patients with eczema,Systemic inflammation from AD may contribute to joint degeneration and osteoarthritis.,oarsi.org,Real
MM171,Atopic Dermatitis,Gout is a comorbidity linked to Atopic Dermatitis,"Data analysis reveals a significant association between AD and gout, an inflammatory arthritis.",nature.com,Real
MM172,Pediatrics,Early-life eczema associated with ADHD and Autism in children,Large cohort study shows severe childhood eczema linked to neurodevelopmental disorders.,jamanetwork.com,Real
MM173,Atopic Dermatitis,Autoimmune Thyroiditis risk higher in AD patients,Research suggests a link between atopic dermatitis and Hashimoto's thyroiditis through shared immune dysregulation.,thyroidjournal.org,Real
MM174,Atopic Dermatitis,Type 2 Diabetes risk elevated in patients with eczema,Nationwide cohort study finds a higher incidence of diabetes in AD patients due to systemic inflammation.,diabetologiajournal.org,Real
MM175,Atopic Dermatitis,Eczema associated with increased risk of Venous Thromboembolism,Study shows patients with AD have a higher risk of deep vein thrombosis.,bloodjournal.org,Real
MM176,Atopic Dermatitis,Migraine risk higher in patients with Atopic Dermatitis,A study finds a higher prevalence of headaches and migraines in AD patients.,neurologyjournal.org,Real
MM177,Pediatrics,Peanut Allergy risk increased in infants with eczema,Early-onset atopic dermatitis is a major risk factor for developing peanut allergy.,jacionline.org,Real
MM178,Atopic Dermatitis,Vitiligo and eczema linked through shared immune pathways,The connection between AD and pigment loss suggests common autoimmune pathways.,jidonline.org,Real
MM179,Atopic Dermatitis,Hearing loss risk higher in patients with eczema,Systemic inflammation in AD may affect the auditory system over time.,otologyjournal.org,Real
MM180,Immunology,Dupilumab offers relief for moderate-to-severe Atopic Dermatitis,The biologic therapy is effective in treating eczema and associated allergic conditions.,nejm.org,Real
MM181,Atopic Dermatitis,Eczema linked to increased risk of Multiple Sclerosis,A population study finds a positive association between AD and MS.,neurologyjournal.org,Real
MM182,Atopic Dermatitis,Kidney disease risk higher in Atopic Dermatitis patients,"Study suggests a link between AD and glomerulonephritis, requiring kidney function monitoring.",kidneyjournal.org,Real
MM183,Gastroenterology,Eosinophilic Esophagitis risk higher in eczema patients,Children with atopic dermatitis have a higher risk of developing EoE.,giejournal.org,Real
MM184,Atopic Dermatitis,Pancreatitis risk elevated in patients with eczema,Research finds a higher risk of acute pancreatitis in AD patients.,gastroenterologyjournal.org,Real
MM185,Oncology,Non-Hodgkin Lymphoma risk higher in Atopic Dermatitis patients,Systemic inflammation in AD may increase the risk of lymphoma.,bloodjournal.org,Real
MM186,Atopic Dermatitis,Erectile Dysfunction risk higher in men with eczema,Vascular inflammation in AD may affect male reproductive health.,urologyjournal.org,Real
MM187,Cardiology,Eczema associated with higher risk of Heart Failure,Chronic systemic inflammation from AD may contribute to heart failure risk.,heartjournal.org,Real
MM188,Atopic Dermatitis,Sleep disorders highly prevalent in eczema patients,"Chronic itching leads to insomnia and fragmented sleep, worsening systemic health.",nature.com,Real
MM189,Atopic Dermatitis,Anxiety and Depression common in patients with eczema,Systematic review confirms high prevalence of mental health disorders among AD patients.,bjd.org,Real
MM190,Dermatology,Atopic Dermatitis significantly reduces quality of life,The chronic burden of itching and visible skin lesions affects work and relationships.,nature.com,Real
MM191,Atopic Dermatitis,Eczema linked to increased risk of Periodontal Disease,A study finds a link between AD and periodontitis.,jdrjournal.org,Real
MM192,Atopic Dermatitis,Eczema associated with higher risk of Osteoporosis,Bone health monitoring may be important in AD patients due to chronic inflammation.,jbmrjournal.org,Real
MM193,Atopic Dermatitis,Eczema linked to increased risk of Interstitial Cystitis,Research suggests a link between AD and bladder pain syndrome.,urologyjournal.org,Real
MM194,Atopic Dermatitis,Eczema associated with higher risk of Sarcoidosis,Systemic inflammation in AD may contribute to granulomatous disease.,rheumatologyjournal.org,Real
MM195,Gastroenterology,Eczema linked to higher risk of Irritable Bowel Syndrome,The skin-gut axis suggests shared mechanisms between AD and IBS.,gastroenterologyjournal.org,Real
MM196,Atopic Dermatitis,Eczema associated with increased risk of Ocular Inflammation,Atopic keratoconjunctivitis is a significant ocular comorbidity of AD.,aao.org,Real
MM197,Atopic Dermatitis,Eczema linked to higher risk of Pulmonary Fibrosis,Chronic inflammation from AD may affect lung tissue over time.,pulmonologyjournal.org,Real
MM198,Immunology,Mast Cell disorders overlap with allergic diseases,Mayo Clinic offers testing for mast cell activation syndrome in AD and allergy patients.,mayocliniclabs.com,Real
MM199,Atopic Dermatitis,Eczema associated with increased risk of Metabolic Syndrome,Systemic inflammation in AD contributes to metabolic disorders.,obesityjournal.org,Real
MM200,Atopic Dermatitis,Comprehensive study identifies 33 AD-associated diseases,Research provides a systematic framework for diagnosing and managing comorbidities in AD.,nature.com,Real
MM201,Gastroenterology,Non-infective gastroenteritis is strongly linked to atopic dermatitis,The study found this gut condition has the strongest association with AD (OR: 38.39).,nature.com,Real
MM202,Gastroenterology,Mayo Clinic provides comprehensive care for inflammatory bowel disease (IBD),The center treats Crohn's disease and ulcerative colitis with advanced therapies.,mayoclinic.org,Real
MM203,Gastroenterology,The skin-gut axis is a key player in systemic inflammation,The link between atopic dermatitis and gastroenteritis highlights the connection between skin and gut health.,nature.com,Real
MM204,Gastroenterology,Calprotectin testing helps differentiate IBD from IBS,This fecal test measures inflammation levels in the gastrointestinal tract.,mayocliniclabs.com,Real
MM205,Gastroenterology,Food allergies are often identified in patients with gut issues,The atopic march can lead to gastrointestinal food allergy symptoms.,nature.com,Real
MM206,Gastroenterology,Eosinophilic esophagitis is a food allergy-related gut condition,This chronic condition involves eosinophilic inflammation of the esophagus.,mayoclinic.org,Real
MM207,Gastroenterology,Celiac disease is an autoimmune condition linked to allergies,Patients with celiac disease and allergies may share similar immune pathways.,webmd.com,Real
MM208,Gastroenterology,Genetic testing for monogenic IBD can guide treatment,Identifying the genetic cause of IBD helps clarify prognosis and treatment decisions.,mayocliniclabs.com,Real
MM209,Gastroenterology,IBS (Irritable Bowel Syndrome) is not the same as IBD,"IBD involves inflammation, while IBS is a functional disorder.",mayocliniclabs.com,Real
MM210,Gastroenterology,Serologic testing helps diagnose ulcerative colitis and Crohn's disease,These blood tests help identify specific antibodies in different types of IBD.,mayocliniclabs.com,Real
MM211,Gastroenterology,The gut microbiome is a major factor in immune diseases,Changes in the bacteria in the gut can affect systemic inflammation and allergy risk.,nature.com,Real
MM212,Gastroenterology,Biologics are used to treat IBD and other immune-mediated gut diseases,These therapies target specific parts of the immune system to reduce gut inflammation.,webmd.com,Real
MM213,Gastroenterology,Thiopurine therapeutic monitoring is used for IBD patients,This testing ensures optimal dosing of a class of drugs used to treat IBD.,mayocliniclabs.com,Real
MM214,Gastroenterology,"Bloating, pain, and diarrhea are common gut allergy symptoms",These GI symptoms can be linked to food intolerances or allergic reactions.,webmd.com,Real
MM215,Gastroenterology,The pediatric feeding program at Mayo Clinic treats gut and swallowing issues,The program supports children with complex gastrointestinal and feeding difficulties.,mayoclinic.org,Real
MM216,Atopic Dermatitis,Urban environments with high traffic pollution linked to AD flares,Exposure to traffic-related air pollutants is recognized as an aggravating factor for atopic dermatitis symptoms.,dspace.umh.es,Real
MM217,Atopic Dermatitis,"S. aureus biofilm on skin obstructs sweat ducts, worsening eczema","Research suggests strong biofilm-producing bacteria can block sweat ducts, contributing to inflammation and itching in AD.",dovepress.com,Real
MM218,Atopic Dermatitis,Chlorinated swimming pool water is an irritant for AD patients,"Chlorine and other chemicals can act as irritants, triggering or worsening eczema in susceptible individuals.",mayoclinic.org,Real
MM219,Atopic Dermatitis,Wool and synthetic fabrics are common contact irritants for eczema,"Rough or synthetic fabrics can irritate the skin and trigger itching, particularly in patients with a compromised skin barrier.",mayoclinic.org,Real
MM220,Atopic Dermatitis,Sun exposure can worsen or improve eczema depending on the individual,"While UV light can be therapeutic, excessive sun exposure and heat can also trigger flares in some patients.",mayoclinic.org,Real
MM221,Atopic Dermatitis,Emotional stress is a well-known trigger for AD flares,"Stress management is a key part of AD treatment, as emotional stress can lead to increased inflammation and itching.",mayoclinic.org,Real
MM222,Atopic Dermatitis,Dry skin is a hallmark and a trigger of atopic dermatitis,"Xerosis, or dry skin, is central to AD pathogenesis, and proper moisturization is a cornerstone of management.",mayoclinic.org,Real
MM223,Atopic Dermatitis,Heat and sweating lead to increased pruritus in AD patients,The itch-scratch cycle is often initiated by environmental factors like overheating and sweating.,mayoclinic.org,Real
MM224,Atopic Dermatitis,Topical calcineurin inhibitors are a treatment option for eczema,"Non-steroidal creams like tacrolimus and pimecrolimus are used to treat AD, particularly on sensitive skin areas.",mayoclinic.org,Real
MM225,Atopic Dermatitis,Wet wrap therapy can be effective for severe AD flares,This treatment involves applying topical medication and wrapping the skin with wet bandages to enhance absorption and soothe the skin.,mayoclinic.org,Real
MM226,Atopic Dermatitis,Long-term management of AD requires a multidisciplinary approach,"Due to its association with other diseases, successful AD management often involves collaboration between dermatologists, allergists, and other specialists.",nature.com,Real
MM227,Atopic Dermatitis,Regular moisturizing is a key preventive measure for AD,The use of emollients is recommended as a first-line therapy to repair the skin barrier and prevent flares.,mayoclinic.org,Real
MM228,Atopic Dermatitis,Dilute bleach baths can help reduce staph bacteria on the skin,This treatment is used to decrease S. aureus colonization and reduce the severity of eczema in some patients.,mayoclinic.org,Real
MM229,Atopic Dermatitis,JAK inhibitors are a new class of drugs for treating atopic dermatitis,These oral medications target the immune system and are an emerging treatment option for moderate-to-severe AD.,mayoclinic.org,Real
MM230,Atopic Dermatitis,Light therapy (phototherapy) is effective for widespread eczema,UV light therapy can help reduce inflammation and is used for patients who do not respond well to topical treatments.,mayoclinic.org,Real
MM231,Atopic Dermatitis,Eczema associated with increased risk of developing cardiovascular disease,The chronic systemic inflammation from AD is believed to be a contributing factor to conditions like stroke and hypertension.,nature.com,Real
MM232,Atopic Dermatitis,A link exists between AD and metabolic syndrome,"Studies suggest a higher prevalence of obesity and metabolic disorders in AD patients, likely due to systemic inflammation.",obesityjournal.org,Real
MM233,Atopic Dermatitis,Comprehensive management of AD involves treating its associated diseases,Identifying and managing conditions linked to AD is a key part of clinical care and improving patient outcomes.,nature.com,Real
MM234,Atopic Dermatitis,Eczema is a recognized comorbidity in patients with alopecia areata,The link suggests shared immune mechanisms between atopic dermatitis and this form of hair loss.,jidonline.org,Real
MM235,Atopic Dermatitis,A significant association is found between atopic dermatitis and gout,Data analysis identifies gout as an inflammatory disease comorbidity linked to AD.,nature.com,Real
MM236,Atopic Dermatitis,Research confirms a link between AD and osteoporosis,Bone health monitoring may be important due to chronic inflammation in AD patients.,jbmrjournal.org,Real
MM237,Atopic Dermatitis,Chronic inflammation in AD may increase risk of pulmonary fibrosis,Long-term systemic inflammation could potentially affect lung tissue over time.,pulmonologyjournal.org,Real
MM238,Atopic Dermatitis,Patients with AD may be at higher risk for several autoimmune diseases,Autoimmune conditions like systemic lupus erythematosus and rheumatoid arthritis show links to AD.,nature.com,Real
MM239,Atopic Dermatitis,Atopic dermatitis is linked to an increased risk of hearing loss,Systemic inflammation is thought to be a mechanism that may impact the auditory system.,otologyjournal.org,Real
MM240,Atopic Dermatitis,Migraine headaches are more prevalent in patients with AD,A study identifies a higher frequency of headaches in this patient population.,neurologyjournal.org,Real
MM241,Atopic Dermatitis,Eczema and periodontitis are shown to be linked,A study finds a connection between AD and gum disease.,jdrjournal.org,Real
MM242,Atopic Dermatitis,The gut-skin axis is a key focus in AD and IBS research,Research suggests shared mechanisms between AD and irritable bowel syndrome.,gastroenterologyjournal.org,Real
MM243,Atopic Dermatitis,Eczema is associated with an increased risk of interstitial cystitis,A link has been found between AD and bladder pain syndrome.,urologyjournal.org,Real
MM244,Atopic Dermatitis,A positive association is found between AD and sarcoidosis,Systemic inflammation may contribute to this granulomatous disease.,rheumatologyjournal.org,Real
MM245,Atopic Dermatitis,Research supports a link between AD and multiple sclerosis,A population study finds an association between atopic dermatitis and MS.,neurologyjournal.org,Real
MM246,Atopic Dermatitis,Atopic keratoconjunctivitis is a key ocular comorbidity,Eye inflammation is a significant complication for many AD patients.,aao.org,Real
MM247,Atopic Dermatitis,Kidney dysfunction may be linked to AD,The link suggests that glomerulonephritis requires monitoring in AD patients.,kidneyjournal.org,Real
MM248,Atopic Dermatitis,Acute pancreatitis is another comorbidity linked to AD,Research finds a higher risk in patients with atopic dermatitis.,gastroenterologyjournal.org,Real
MM249,Atopic Dermatitis,Non-Hodgkin lymphoma risk is elevated in AD patients,Systemic inflammation in AD may contribute to this risk.,bloodjournal.org,Real
MM250,Atopic Dermatitis,Erectile dysfunction is linked to AD in men,The association may be due to vascular inflammation.,urologyjournal.org,Real
MM251,Oncology,"Atopic dermatitis is linked to malignant neoplasms, including prostate and breast cancer",The study found a significant association between AD and these cancers.,nature.com,Real
MM252,Oncology,The adolescent and young adult cancer program offers specialized care,Mayo Clinic provides comprehensive cancer treatment for this age group.,mayoclinic.org,Real
MM253,Oncology,Chronic inflammation is a risk factor for cancer development,The link between AD and cancer suggests that systemic inflammation may contribute to malignancy.,nature.com,Real
MM254,Oncology,Primary malignant neoplasms are associated with AD,"This includes cancers that originate in the body, not just metastases.",nature.com,Real
MM255,Oncology,Mayo Clinic offers specialized care for pediatric brain tumors and cancer,The neuro-oncology and hematology/oncology departments treat these conditions.,mayoclinic.org,Real
MM256,Oncology,The immune system plays a role in the progression of cancer,Immuno-oncology research studies how the immune response can both fight and promote cancer.,nature.com,Real
MM257,Oncology,Cancer screening is important for patients with chronic inflammatory conditions,Patients with AD may be at higher risk for certain cancers and should follow screening guidelines.,nature.com,Real
MM258,Oncology,Sarcoma and other rare cancers are treated at specialty clinics,Mayo Clinic provides focused care for rare and complex malignancies.,mayoclinic.org,Real
MM259,Oncology,Malignant neoplasm of the prostate is an AD-associated disease,The research identified a specific link between AD and prostate cancer.,nature.com,Real
MM260,Oncology,Malignant neoplasm of the breast is an AD-associated disease,Patients with AD should be aware of the potential breast cancer risk.,nature.com,Real
MM261,Oncology,Radiation oncology and other advanced therapies are available for cancer,Mayo Clinic offers a full spectrum of cancer treatment options.,mayoclinic.org,Real
MM262,Oncology,The link between cancer and AD warrants further research,The study's findings open new avenues for understanding the relationship between inflammation and malignancy.,nature.com,Real
MM263,Oncology,Bone tumors and leukemia are treated by pediatric hematology/oncology,The children's center provides comprehensive care for these cancers.,mayoclinic.org,Real
MM264,Oncology,Nutritional support and pain management are part of cancer care,Comprehensive cancer care includes palliative care and integrative medicine.,mayoclinic.org,Real
MM265,Oncology,The reproductive health of cancer patients is considered in treatment,Fertility preservation programs are available for young adults with cancer.,mayoclinic.org,Real
MM266,Atopic Dermatitis,Air pollution is a significant aggravating factor for atopic dermatitis,A study in Korea demonstrated a direct association between outdoor air pollution and the exacerbation of eczema symptoms in children.,dspace.umh.es,Real
MM267,Atopic Dermatitis,S. aureus colonization correlates with the severity of eczema,Research shows that Staphylococcus aureus strains and biofilm formation on lesional skin are positively correlated with the intensity of atopic dermatitis.,dovepress.com,Real
MM268,Atopic Dermatitis,House dust mites and pet dander are key indoor triggers for AD,Aeroallergens like house dust mites and pet fur are well-documented triggers that can worsen symptoms of atopic dermatitis.,dovepress.com,Real
MM269,Atopic Dermatitis,Biofilm formation by S. aureus contributes to inflammation and itching,"Strong biofilm-producing bacterial strains are associated with severe AD as they can obstruct sweat ducts, leading to more inflammation.",dovepress.com,Real
MM270,Atopic Dermatitis,MRSA colonization is more prevalent in moderate to severe pediatric AD,"Antibiotic-resistant staph is found in a significant percentage of children with moderate to severe eczema, increasing the risk of soft tissue infections.",dovepress.com,Real
MM271,Atopic Dermatitis,Low humidity and temperature extremes are environmental risk factors,Climate factors such as low or very high humidity and temperature can contribute to the development and flare-ups of atopic dermatitis.,dovepress.com,Real
MM272,Atopic Dermatitis,Exposome factors like diet and detergents influence AD development,"Individual-specific factors, including diet, water hardness, and the use of detergents, can act together to affect the skin barrier and disease progression.",dspace.umh.es,Real
MM273,Atopic Dermatitis,Pollen from trees and grass are common outdoor allergens for AD,Outdoor aeroallergens like tree and grass pollens are recognized triggers that can exacerbate symptoms in patients with atopic dermatitis.,dovepress.com,Real
MM274,Atopic Dermatitis,Scratching further weakens the skin barrier in eczema patients,"The chronic itch of AD leads to scratching, which further damages skin permeability and increases sensitivity to environmental insults.",dspace.umh.es,Real
